dataset,seed,stream,task,epoch,optimizer_steps,cumulative_steps,train_seconds,lr_used,lr_next,loss,all_seen_train_accuracy,current_restricted_accuracy,adapter_gradient_tensors,future_data_gradient_max,main_CE,sum_CE,pool_weighted_few,assignment,pull,replay_CE,replay_weight
HK,1993,R,9,4,11,1114,6.881331671989756,"[0.0002402288615824086, 0.0023837389521772475]","[0.00019980746418436736, 0.0019669804065905465]",36.190232190218836,89.27125506072875,98.78542510121457,97,0.0,0.21333897784775632,0.47797299572928087,2.6521024577545644e-12,5.898182015527379,-0.030845993757247926,3.7615572755986992,8.0
HK,1993,R,9,5,11,1125,7.0404052899975795,"[0.00019980746418436736, 0.0019669804065905465]","[0.00015499999999999997, 0.001505]",48.556404460560195,43.31983805668016,98.78542510121457,97,0.0,3.098070030915551,2.7577278215738428,8.988179082061305e-10,5.898182058876211,-0.03120125261220065,5.092186342586171,8.0
HK,1993,R,9,6,11,1136,6.977094700996531,"[0.00015499999999999997, 0.001505]","[0.00011019253581563262, 0.0010430195934094538]",19.690479712052777,71.05263157894737,98.78542510121457,97,0.0,2.1121044526384636,1.0799163614415606,7.440147453073023e-13,5.150705880786439e-12,-0.03180666592988101,2.332284938205372,8.0
HK,1993,R,9,7,11,1147,6.812851363996742,"[0.00011019253581563262, 0.0010430195934094538]","[6.97711384175914e-05, 0.000626261047822753]",51.284723628651015,51.821862348178136,97.36842105263158,97,0.0,2.2490358726883475,1.8367925106748855,1.9902310065741403e-10,8.783700138164874e-10,-0.03182676271958785,6.244325919584795,8.0
HK,1993,R,9,8,11,1158,7.061512611981016,"[6.97711384175914e-05, 0.000626261047822753]","[3.769253581563263e-05, 0.0002955195934094538]",20.52795869653875,55.465587044534416,90.08097165991903,97,0.0,1.9704260731285268,1.6397782000289722,2.364773868733429e-13,7.865594057789469e-13,-0.03208198032595894,2.4195799177343194,8.0
HK,1993,R,9,9,11,1169,6.951583940011915,"[3.769253581563263e-05, 0.0002955195934094538]","[1.7096805137202738e-05, 8.317050813874548e-05]",36.22604907642711,97.97570850202429,98.78542510121457,97,0.0,0.6268879134546627,0.37396723844788293,1.5211628675453035e-13,5.858134220298833e-13,-0.03206336931748824,4.4905617237091064,8.0
HK,1993,R,9,10,11,1180,6.928680355020333,"[1.7096805137202738e-05, 8.317050813874548e-05]","[1e-05, 1e-05]",19.267482237382367,95.54655870445345,98.78542510121457,97,0.0,1.1781837289983577,0.7541240751743317,9.487247726714583e-13,2.2133195219747334e-12,-0.03216488361358643,2.3319430351257324,8.0
HK,1993,R,10,1,7,1187,6.89036863099318,"[0.00030000000000000003, 0.003]","[0.0002929031948627973, 0.0029268294918612546]",78.56239754813058,67.35395189003437,93.12714776632302,97,0.0,1.569591250270605,1.5043056681752205,3.082478790832864e-13,4.697142979928425,-0.03831976822444371,8.097660166876656,9.0
HK,1993,R,10,2,7,1194,4.024913818022469,"[0.0002929031948627973, 0.0029268294918612546]","[0.0002723074641843674, 0.0027144804065905464]",128.08968680245536,16.49484536082474,98.96907216494846,97,0.0,1.776155715891426,6.969761245551386,1.6850066682509774e-12,4.697143048048019,-0.03778040579387121,13.3905576978411,9.0
HK,1993,R,10,3,7,1201,3.9278051599976607,"[0.0002723074641843674, 0.0027144804065905464]","[0.0002402288615824086, 0.0023837389521772475]",94.03335244315011,20.61855670103093,97.2508591065292,97,0.0,1.0330341437033244,4.412631865058627,8.406725768673657e-12,4.697142979928425,-0.039223814010620126,9.728912421635219,9.0
HK,1993,R,10,4,7,1208,3.934830176993273,"[0.0002402288615824086, 0.0023837389521772475]","[0.00019980746418436736, 0.0019669804065905465]",110.97534724644252,37.45704467353952,98.96907216494846,97,0.0,1.186109711183235,1.496749953433339,1.1339803619481429e-12,4.697143048048019,-0.039484938553401405,11.71371146610805,9.0
HK,1993,R,10,5,7,1215,3.8462211150035728,"[0.00019980746418436736, 0.0019669804065905465]","[0.00015499999999999997, 0.001505]",59.338949475969585,4.4673539518900345,98.96907216494846,97,0.0,2.9945689950670515,2.611273373876299,1.0669622426852143e-11,4.697142979928425,-0.039515787363052376,5.868078708648682,9.0
HK,1993,R,10,6,7,1222,3.9233990810171235,"[0.00015499999999999997, 0.001505]","[0.00011019253581563262, 0.0010430195934094538]",57.33110754830496,89.69072164948453,98.96907216494846,97,0.0,0.768896011369569,0.32452974787780214,6.258742449866942e-13,2.1991512427161192e-12,-0.04014065776552473,6.334085873195103,9.0
HK,1993,R,10,7,7,1229,3.8859565379971173,"[0.00011019253581563262, 0.0010430195934094538]","[6.97711384175914e-05, 0.000626261047822753]",52.53126198904855,61.16838487972509,98.96907216494846,97,0.0,1.1212354728153773,1.1246190582002913,2.8153699806793643e-12,6.9095809581722834e-12,-0.03967883161136083,5.758035796029227,9.0
HK,1993,R,10,8,7,1236,3.7999215009913314,"[6.97711384175914e-05, 0.000626261047822753]","[3.769253581563263e-05, 0.0002955195934094538]",35.951541900634766,80.41237113402062,98.96907216494846,97,0.0,1.3947322368621826,0.75817081119333,8.731587142492965e-13,2.3063873202503207e-12,-0.04032475054264069,3.9193590709141324,9.0
HK,1993,R,10,9,7,1243,3.828324595990125,"[3.769253581563263e-05, 0.0002955195934094538]","[1.7096805137202738e-05, 8.317050813874548e-05]",37.741930280412944,95.87628865979381,98.96907216494846,97,0.0,1.5097726242882865,0.4207657298871449,1.1135920597790086e-12,2.3409843332051277e-12,-0.039618837833404544,4.126448358808245,9.0
HK,1993,R,10,10,7,1250,3.8572109790111426,"[1.7096805137202738e-05, 8.317050813874548e-05]","[1e-05, 1e-05]",30.6394100189209,86.5979381443299,98.96907216494846,97,0.0,2.1870433262416293,0.6991948229925973,2.5073247814884453e-12,5.333960038454286e-12,-0.04059360963957651,3.3019915989467075,9.0
HK,1993,R,11,1,23,1273,23.12888248998206,"[0.00030000000000000003, 0.003]","[0.0002929031948627973, 0.0029268294918612546]",94.26189820662789,44.680851063829785,49.306197964847364,97,0.0,2.222599576348844,3.6013246178627014,3.3256605910262615e-15,36.5208710172902,-0.04149338058803393,8.376182203707488,6.666666666666666
HK,1993,R,11,2,23,1296,12.806402696005534,"[0.0002929031948627973, 0.0029268294918612546]","[0.0002723074641843674, 0.0027144804065905464]",65.04567104837169,39.77798334875116,90.37927844588344,97,0.0,2.872622465957766,4.6401582580545675,1.1986047776877638e-15,36.52087072704149,-0.042599482510400855,3.909471035003662,6.666666666666666
HK,1993,R,11,3,23,1319,13.141654753999319,"[0.0002723074641843674, 0.0027144804065905464]","[0.0002402288615824086, 0.0023837389521772475]",67.29298666249151,53.74653098982424,91.48936170212765,97,0.0,2.074781106218048,3.4819036774013354,1.5021713658341035e-15,36.52087103802225,-0.04373271763324738,4.344543187514596,6.666666666666666
HK,1993,R,11,4,23,1342,12.941645678976784,"[0.0002402288615824086, 0.0023837389521772475]","[0.00019980746418436736, 0.0019669804065905465]",73.58956527709961,81.313598519889,90.10175763182238,97,0.0,0.9165510107641635,0.7650015321762665,4.2843281451175345e-16,36.52087120387865,-0.04473439299541971,5.482936910960985,6.666666666666666
HK,1993,R,11,5,23,1365,13.235322089982219,"[0.00019980746418436736, 0.0019669804065905465]","[0.00015499999999999997, 0.001505]",70.03164954807447,87.4190564292322,87.6040703052729,97,0.0,0.32270013954004517,0.39314146728619287,3.408894986108973e-15,36.520870872165844,-0.045701768605605424,4.9976801250291905,6.666666666666666
HK,1993,R,11,6,23,1388,13.021559253014857,"[0.00015499999999999997, 0.001505]","[0.00011019253581563262, 0.0010430195934094538]",17.10459908195164,93.8945420906568,93.8945420906568,97,0.0,0.13364701742387336,0.1444750966342247,2.2913641341636436e-15,6.5511881097259026e-15,-0.04627536185409713,2.5587251290031103,6.666666666666666
HK,1993,R,11,7,23,1411,13.360861970984843,"[0.00011019253581563262, 0.0010430195934094538]","[6.97711384175914e-05, 0.000626261047822753]",14.336329708928647,97.3172987974098,97.3172987974098,97,0.0,0.09504560883278432,0.10708892086277837,9.23518143539038e-16,2.0786798306377236e-15,-0.04671899624492812,2.14735063780909,6.666666666666666
HK,1993,R,11,8,23,1434,13.120649602991762,"[6.97711384175914e-05, 0.000626261047822753]","[3.769253581563263e-05, 0.0002955195934094538]",13.655305779498557,97.87234042553192,97.87234042553192,97,0.0,0.0769749456287726,0.07695416373241207,1.1064021011716931e-15,2.3247153807788488e-15,-0.04715666265591332,2.0476729403371396,6.666666666666666
HK,1993,R,11,9,23,1457,13.165270350000355,"[3.769253581563263e-05, 0.0002955195934094538]","[1.7096805137202738e-05, 8.317050813874548e-05]",13.41727003843888,98.05735430157262,98.05735430157262,97,0.0,0.06592818495372067,0.06835572340566179,6.635784258507503e-16,1.344322188684259e-15,-0.047234567740689154,2.01296153275863,6.666666666666666
HK,1993,R,11,10,23,1480,13.112417525990168,"[1.7096805137202738e-05, 8.317050813874548e-05]","[1e-05, 1e-05]",13.134447512419328,98.61239592969473,98.61239592969473,97,0.0,0.06278091280356697,0.06550521452141844,4.296253681566534e-15,8.798280262338237e-15,-0.04744549600974373,1.9708696603775024,6.666666666666666
HK,1994,U,1,1,3,3,4.115554897987749,"[0.00030000000000000003, 0.003]","[0.0002929031948627973, 0.0029268294918612546]",42.54573851823807,89.91596638655462,89.91596638655462,97,0.0,0.4358576238155365,0.20582677610218525,26.630909005800884,33.459078807393475,-0.004204356794555982,0.0,0.0
HK,1994,U,1,2,3,6,2.35876584899961,"[0.0002929031948627973, 0.0029268294918612546]","[0.0002723074641843674, 0.0027144804065905464]",2.2975241939226785,99.15966386554622,99.15966386554622,97,0.0,0.0067073549786679605,0.038724115447318276,6.8598242203394575,1.0012881830334663e-06,-0.004228917385141055,0.0,0.0
HK,1994,U,1,3,3,9,2.303165822988376,"[0.0002723074641843674, 0.0027144804065905464]","[0.0002402288615824086, 0.0023837389521772475]",1.3748540927966435,100.0,100.0,97,0.0,0.004584259392383198,1.240789773267655e-05,4.133775611718495,3.7907454952801345e-09,-0.0046034364650646845,0.0,0.0
HK,1994,U,1,4,3,12,2.2781626009964384,"[0.0002402288615824086, 0.0023837389521772475]","[0.00019980746418436736, 0.0019669804065905465]",0.05693506286479533,100.0,100.0,97,0.0,0.013823070873816809,8.603390552567683e-07,0.17152029869612306,4.405364961712621e-12,-0.004846349234382312,0.0,0.0
HK,1994,U,1,5,3,15,2.2288183589989785,"[0.00019980746418436736, 0.0019669804065905465]","[0.00015499999999999997, 0.001505]",0.08388854221751292,100.0,100.0,97,0.0,0.007758140214718878,2.5717068439234936e-06,0.2578946975021002,3.3158661002138007e-13,-0.004663258045911789,0.0,0.0
HK,1994,U,1,6,3,18,2.3112112850067206,"[0.00015499999999999997, 0.001505]","[0.00011019253581563262, 0.0010430195934094538]",-0.0032006732265775404,100.0,100.0,97,0.0,0.00392732231800134,4.6854722294635093e-07,0.0003852079973777715,1.8947802672928762e-13,-0.0046383394549290346,0.0,0.0
HK,1994,U,1,7,3,21,2.297347877989523,"[0.00011019253581563262, 0.0010430195934094538]","[6.97711384175914e-05, 0.000626261047822753]",0.003040410578250885,100.0,100.0,97,0.0,0.018353221254074015,0.000620548871680171,0.004354087635950539,4.2632549689577043e-13,-0.004735542212923368,0.0,0.0
HK,1994,U,1,8,3,24,2.3252232230152003,"[6.97711384175914e-05, 0.000626261047822753]","[3.769253581563263e-05, 0.0002955195934094538]",-0.002987608313560486,100.0,100.0,97,0.0,0.0018524899690722425,1.2355602735010981e-05,0.00413365241062517,0.0,-0.0049871078381935755,0.0,0.0
HK,1994,U,1,9,3,27,2.201228110003285,"[3.769253581563263e-05, 0.0002955195934094538]","[1.7096805137202738e-05, 8.317050813874548e-05]",0.003186777699738741,100.0,100.0,97,0.0,0.00990081011938552,0.0003606672817072128,0.014752592076547444,9.473902239966192e-14,-0.005151244997978211,0.0,0.0
HK,1994,U,1,10,3,30,2.2377929880167358,"[1.7096805137202738e-05, 8.317050813874548e-05]","[1e-05, 1e-05]",0.013233420128623644,100.0,100.0,97,0.0,0.007482421693566721,0.0013393932539555269,0.04582503937278185,0.0,-0.004982198650638263,0.0,0.0
HK,1994,U,2,1,18,48,17.219300977012608,"[0.00030000000000000003, 0.003]","[0.0002929031948627973, 0.0029268294918612546]",21.953633363048237,92.27985524728588,95.05428226779252,97,0.0,0.38940694441316737,0.5634600335229637,11.538930200052075,17.79396390914917,-0.004262950043711398,0.0,0.0
HK,1994,U,2,2,18,66,10.080521388037596,"[0.0002929031948627973, 0.0029268294918612546]","[0.0002723074641843674, 0.0027144804065905464]",0.46549984564383823,99.75874547647769,99.75874547647769,97,0.0,0.01831987146316452,0.012209062641818758,3.7706974570837046e-10,0.4605555377072758,-0.00523200233777364,0.0,0.0
HK,1994,U,2,3,18,84,10.070155596011318,"[0.0002723074641843674, 0.0027144804065905464]","[0.0002402288615824086, 0.0023837389521772475]",0.4592609546250767,99.51749095295537,99.51749095295537,97,0.0,0.0053490600617605265,0.009700295486391224,5.817308823360559e-11,0.4605555741323365,-0.006311074913375908,0.0,0.0
HK,1994,U,2,4,18,102,9.938569491961971,"[0.0002402288615824086, 0.0023837389521772475]","[0.00019980746418436736, 0.0019669804065905465]",0.4554452548424403,99.87937273823884,99.87937273823884,97,0.0,0.004720500527986992,0.0014406437581103344,1.1708488405906937e-12,0.4605555741323365,-0.007164034412966835,0.0,0.0
HK,1994,U,2,5,18,120,9.927100063010585,"[0.00019980746418436736, 0.0019669804065905465]","[0.00015499999999999997, 0.001505]",0.45364106487896705,99.87937273823884,99.87937273823884,97,0.0,0.0009710634633282527,0.0020951361126166665,1.4591553539883256e-11,0.4605555741323365,-0.007936575180954404,0.0,0.0
HK,1994,U,2,6,18,138,9.967017224000301,"[0.00015499999999999997, 0.001505]","[0.00011019253581563262, 0.0010430195934094538]",-0.00807243298428754,100.0,100.0,97,0.0,0.0007202943131435151,0.0008944438305741197,1.477264835998769e-11,2.302012150731361e-09,-0.008610681237445938,0.0,0.0
HK,1994,U,2,7,18,156,9.905741738970391,"[0.00011019253581563262, 0.0010430195934094538]","[6.97711384175914e-05, 0.000626261047822753]",-0.008483380467320481,100.0,100.0,97,0.0,0.0012310485420812256,0.00032563404198381204,1.1138569014613129e-11,2.0954355841148713e-09,-0.009002276716960802,0.0,0.0
HK,1994,U,2,8,18,174,9.760974197997712,"[6.97711384175914e-05, 0.000626261047822753]","[3.769253581563263e-05, 0.0002955195934094538]",-0.008656809287559655,99.87937273823884,99.87937273823884,97,0.0,0.0005944706407363912,0.0016295628701832815,3.032988532350133e-11,2.4606469412201557e-09,-0.009398156197534667,0.0,0.0
HK,1994,U,2,9,18,192,9.983005417976528,"[3.769253581563263e-05, 0.0002955195934094538]","[1.7096805137202738e-05, 8.317050813874548e-05]",-0.008339590910408232,99.87937273823884,99.87937273823884,97,0.0,0.0004388595116324723,0.003347841700527142,6.444504705109539e-12,4.683938872661639e-09,-0.009601829076806704,0.0,0.0
HK,1994,U,2,10,18,210,9.896290753036737,"[1.7096805137202738e-05, 8.317050813874548e-05]","[1e-05, 1e-05]",-0.008956920446103646,100.0,100.0,97,0.0,0.0009678736063405166,0.00099738653437161,3.976074087854508e-12,3.773628661866517e-09,-0.00961201083328989,0.0,0.0
HK,1994,U,3,1,14,224,13.405871352995746,"[0.00030000000000000003, 0.003]","[0.0002929031948627973, 0.0029268294918612546]",16.42530283331871,76.5527950310559,89.1304347826087,97,0.0,3.4799031602191723,5.906133354267273,6.724167745792935e-08,13.304286309650966,-0.00766251241522176,0.0,0.0
HK,1994,U,3,2,14,238,7.802011477004271,"[0.0002929031948627973, 0.0029268294918612546]","[0.0002723074641843674, 0.0027144804065905464]",13.297671200973648,99.84472049689441,99.84472049689441,97,0.0,0.0011892256651273264,0.0043593583424451155,1.4151250796362058e-18,13.304286343710762,-0.008464375883340836,0.0,0.0
HK,1994,U,3,3,14,252,7.6664628720027395,"[0.0002723074641843674, 0.0027144804065905464]","[0.0002402288615824086, 0.0023837389521772475]",13.295436924057347,100.0,100.0,97,0.0,0.0009209430257978316,0.00016271177270794318,5.618289897516044e-20,13.30428618831294,-0.00921033812420709,0.0,0.0
HK,1994,U,3,4,14,266,7.990324227022938,"[0.0002402288615824086, 0.0023837389521772475]","[0.00019980746418436736, 0.0019669804065905465]",13.294579416513443,100.0,100.0,97,0.0,0.0003538130863895666,4.9918484915106074e-05,3.657364137373003e-21,13.304286324552127,-0.009841663230742726,0.0,0.0
HK,1994,U,3,5,14,280,7.739791006955784,"[0.00019980746418436736, 0.0019669804065905465]","[0.00015499999999999997, 0.001505]",13.29385051556996,100.0,100.0,97,0.0,0.00016151767374594783,3.261741385385264e-05,1.2964452519266509e-21,13.304286241531372,-0.010500461821045195,0.0,0.0
HK,1994,U,3,6,14,294,8.002106564992573,"[0.00015499999999999997, 0.001505]","[0.00011019253581563262, 0.0010430195934094538]",-0.010705916876239436,100.0,100.0,97,0.0,0.00018030655939225783,1.1489183005610113e-06,4.990894093408538e-22,4.756685161457191e-16,-0.010766401833721571,0.0,0.0
HK,1994,U,3,7,14,308,7.9904217420262285,"[0.00011019253581563262, 0.0010430195934094538]","[6.97711384175914e-05, 0.000626261047822753]",-0.01108783736292805,100.0,100.0,97,0.0,0.0002511821506020949,0.0002113515692051379,1.5104862377862649e-21,4.228929349984458e-15,-0.011242015074406352,0.0,0.0
HK,1994,U,3,8,14,322,7.805264530994464,"[6.97711384175914e-05, 0.000626261047822753]","[3.769253581563263e-05, 0.0002955195934094538]",-0.01147360441141895,100.0,100.0,97,0.0,0.00019354292947225207,5.8685040466498e-06,3.3141247215238973e-21,6.483939916841883e-16,-0.011540074699691366,0.0,0.0
HK,1994,U,3,9,14,336,7.745689218048938,"[3.769253581563263e-05, 0.0002955195934094538]","[1.7096805137202738e-05, 8.317050813874548e-05]",-0.011732378908033882,100.0,100.0,97,0.0,8.350088928312158e-05,1.2469657566198983e-05,3.137750373103519e-20,1.215288782955835e-15,-0.011764368947063175,0.0,0.0
HK,1994,U,3,10,14,350,7.9780235450016335,"[1.7096805137202738e-05, 8.317050813874548e-05]","[1e-05, 1e-05]",-0.011601609643548727,100.0,100.0,97,0.0,0.000452688673963816,5.478230623801039e-06,2.3437520177994162e-21,7.0493808176916905e-15,-0.011754331524882996,0.0,0.0
HK,1994,U,4,1,1,351,1.813202494988218,"[0.00030000000000000003, 0.003]","[0.0002929031948627973, 0.0029268294918612546]",325.1603698730469,0.0,75.86206896551724,97,0.0,36.989051818847656,68.53228759765625,9.944515143065044e-16,290.0,-0.013372355699539186,0.0,0.0
HK,1994,U,4,2,1,352,0.9021423750091344,"[0.0002929031948627973, 0.0029268294918612546]","[0.0002723074641843674, 0.0027144804065905464]",316.7053527832031,0.0,75.86206896551724,97,0.0,28.627729415893555,51.52722930908203,6.321501117774225e-16,290.0,-0.012965267896652222,0.0,0.0
HK,1994,U,4,3,1,353,0.8811477409908548,"[0.0002723074641843674, 0.0027144804065905464]","[0.0002402288615824086, 0.0023837389521772475]",308.27606201171875,0.0,79.3103448275862,97,0.0,20.407285690307617,34.461544036865234,9.754342482121061e-16,290.0,-0.013546285033226014,0.0,0.0
HK,1994,U,4,4,1,354,0.9124459809972905,"[0.0002402288615824086, 0.0023837389521772475]","[0.00019980746418436736, 0.0019669804065905465]",300.1209411621094,0.0,82.75862068965517,97,0.0,12.50181770324707,17.901859283447266,2.4197353985974883e-17,290.0,-0.013604997098445893,0.0,0.0
HK,1994,U,4,5,1,355,0.8965249349712394,"[0.00019980746418436736, 0.0019669804065905465]","[0.00015499999999999997, 0.001505]",293.5225524902344,20.689655172413794,82.75862068965517,97,0.0,5.794923782348633,4.81316614151001,1.8269706578887207e-17,290.0,-0.013478635251522065,0.0,0.0
HK,1994,U,4,6,1,356,0.9019146310165524,"[0.00015499999999999997, 0.001505]","[0.00011019253581563262, 0.0010430195934094538]",0.8264173865318298,82.75862068965517,82.75862068965517,97,0.0,1.5349867343902588,0.9850096106529236,1.2266037964783458e-17,2.545898130442044e-15,-0.013581442832946778,0.0,0.0
HK,1994,U,4,7,1,357,0.8717079130001366,"[0.00011019253581563262, 0.0010430195934094538]","[6.97711384175914e-05, 0.000626261047822753]",0.5207969546318054,79.3103448275862,79.3103448275862,97,0.0,0.7309371829032898,0.8709647059440613,6.275776397445545e-19,3.717549850521544e-18,-0.013170364499092103,0.0,0.0
HK,1994,U,4,8,1,358,0.8746479200199246,"[6.97711384175914e-05, 0.000626261047822753]","[3.769253581563263e-05, 0.0002955195934094538]",0.45377737283706665,82.75862068965517,82.75862068965517,97,0.0,0.6194255948066711,0.7831676006317139,9.318853330133369e-17,3.5194676356207696e-14,-0.013753700256347657,0.0,0.0
HK,1994,U,4,9,1,359,0.8720416209544055,"[3.769253581563263e-05, 0.0002955195934094538]","[1.7096805137202738e-05, 8.317050813874548e-05]",0.2650763988494873,86.20689655172414,86.20689655172414,97,0.0,0.41947776079177856,0.41686373949050903,3.4012859459902646e-17,2.298700882148296e-15,-0.013704130053520204,0.0,0.0
HK,1994,U,4,10,1,360,0.8704845199827105,"[1.7096805137202738e-05, 8.317050813874548e-05]","[1e-05, 1e-05]",0.29408442974090576,86.20689655172414,86.20689655172414,97,0.0,0.43719547986984253,0.48533371090888977,2.4731099720850237e-18,3.111508033800688e-16,-0.013425320386886597,0.0,0.0
HK,1994,U,5,1,6,366,8.084200059005525,"[0.00030000000000000003, 0.003]","[0.0002929031948627973, 0.0029268294918612546]",14.11768846710523,62.92134831460674,97.75280898876404,97,0.0,4.022738323825867,7.061970800161362,7.711484060375e-17,10.435000350077948,-0.012214923525849979,0.0,0.0
HK,1994,U,5,2,6,372,4.307741364988033,"[0.0002929031948627973, 0.0029268294918612546]","[0.0002723074641843674, 0.0027144804065905464]",10.445936992764473,98.50187265917603,98.50187265917603,97,0.0,0.00784933448332481,0.06262530760917191,1.229190449050232e-20,10.435000429550806,-0.01255514311293761,0.0,0.0
HK,1994,U,5,3,6,378,4.287807171000168,"[0.0002723074641843674, 0.0027144804065905464]","[0.0002402288615824086, 0.0023837389521772475]",10.422318130731583,100.0,100.0,97,0.0,0.0001055290595909734,2.0351145100979315e-06,3.7832566641022506e-19,10.435000429550806,-0.012718313932418823,0.0,0.0
HK,1994,U,5,4,6,384,4.284708385996055,"[0.0002402288615824086, 0.0023837389521772475]","[0.00019980746418436736, 0.0019669804065905465]",10.421746244033178,100.0,100.0,97,0.0,1.4287050722335456e-05,3.823913527156719e-06,2.283944325740918e-19,10.435000270605087,-0.013259855409463247,0.0,0.0
HK,1994,U,5,5,6,390,4.371789321012329,"[0.00019980746418436736, 0.0019669804065905465]","[0.00015499999999999997, 0.001505]",10.421656330426535,100.0,100.0,97,0.0,1.0399738793391103e-05,0.00015891256075898733,2.667877455254767e-17,10.435000350077948,-0.013400584210952124,0.0,0.0
HK,1994,U,5,6,6,396,4.500573438999709,"[0.00015499999999999997, 0.001505]","[0.00011019253581563262, 0.0010430195934094538]",-0.013709427478412787,100.0,100.0,97,0.0,1.0419289803091184e-05,0.00026317380292084636,4.5922747496572856e-18,2.8683633170013005e-17,-0.013800624509652457,0.0,0.0
HK,1994,U,5,7,6,402,4.428880820982158,"[0.00011019253581563262, 0.0010430195934094538]","[6.97711384175914e-05, 0.000626261047822753]",-0.013868394773453474,100.0,100.0,97,0.0,2.8489096735029307e-06,4.468340177095816e-05,4.635745047861495e-19,4.20441862246513e-18,-0.013884238650401432,0.0,0.0
HK,1994,U,5,8,6,408,4.337782379006967,"[6.97711384175914e-05, 0.000626261047822753]","[3.769253581563263e-05, 0.0002955195934094538]",-0.013895242164532343,100.0,100.0,97,0.0,6.566595900873533e-05,0.00022646270883797115,2.302211594273612e-19,9.424097743378033e-18,-0.013992618272701901,0.0,0.0
HK,1994,U,5,9,6,414,4.155389111023396,"[3.769253581563263e-05, 0.0002955195934094538]","[1.7096805137202738e-05, 8.317050813874548e-05]",-0.014141637831926346,100.0,100.0,97,0.0,2.9422059346491853e-05,0.00011300021382491347,5.942704599257845e-17,1.7017773453519798e-16,-0.014189111193021138,0.0,0.0
HK,1994,U,5,10,6,420,4.379674152005464,"[1.7096805137202738e-05, 8.317050813874548e-05]","[1e-05, 1e-05]",-0.014068543755759796,100.0,100.0,97,0.0,4.921056463066027e-06,9.19180892916908e-05,2.094412957806402e-17,8.795882564085288e-17,-0.014100823054711026,0.0,0.0
HK,1994,U,6,1,24,444,23.214101281017065,"[0.00030000000000000003, 0.003]","[0.0002929031948627973, 0.0029268294918612546]",2.524700885017713,85.15901060070671,92.6678445229682,97,0.0,2.1542342750255443,4.042751223569725,2.2686681977674826e-13,0.47166668623685837,-0.012627635554720962,0.0,0.0
HK,1994,U,6,2,24,468,13.10360811802093,"[0.0002929031948627973, 0.0029268294918612546]","[0.0002723074641843674, 0.0027144804065905464]",0.4588621122141679,99.91166077738517,99.91166077738517,97,0.0,0.0019840624181786857,0.0012729287212470686,7.397669200286709e-20,0.47166668623685837,-0.013890240527689458,0.0,0.0
HK,1994,U,6,3,24,492,13.500690998975188,"[0.0002723074641843674, 0.0027144804065905464]","[0.0002402288615824086, 0.0023837389521772475]",0.4567991979420185,100.0,100.0,97,0.0,0.00031254241695914214,0.00017574686323906796,9.155548239139082e-18,0.47166668623685837,-0.015030253802736602,0.0,0.0
HK,1994,U,6,4,24,516,13.117897715012077,"[0.0002402288615824086, 0.0023837389521772475]","[0.00019980746418436736, 0.0019669804065905465]",0.4578409058352311,99.91166077738517,99.91166077738517,97,0.0,0.004271826465462425,0.0022519774172298224,2.5029855577590373e-19,0.47166668623685837,-0.01600038477530082,0.0,0.0
HK,1994,U,6,5,24,540,12.982510383008048,"[0.00019980746418436736, 0.0019669804065905465]","[0.00015499999999999997, 0.001505]",0.4548744820058346,100.0,100.0,97,0.0,0.00018837310122184667,8.656428718632296e-05,6.722047212649788e-18,0.47166668623685837,-0.016883846869071323,0.0,0.0
HK,1994,U,6,6,24,564,12.885864004027098,"[0.00015499999999999997, 0.001505]","[0.00011019253581563262, 0.0010430195934094538]",-0.017311189983350534,100.0,100.0,97,0.0,0.0003404703172632158,0.0005100541364117898,9.601118888967204e-17,1.8366230830416993e-12,-0.017594697574774425,0.0,0.0
HK,1994,U,6,7,24,588,13.28269259899389,"[0.00011019253581563262, 0.0010430195934094538]","[6.97711384175914e-05, 0.000626261047822753]",-0.017970351579909522,100.0,100.0,97,0.0,0.0003624525468808315,8.223232773370744e-05,9.706296202755833e-18,4.736279534533578e-13,-0.01811857968568802,0.0,0.0
HK,1994,U,6,8,24,612,13.729876766970847,"[6.97711384175914e-05, 0.000626261047822753]","[3.769253581563263e-05, 0.0002955195934094538]",-0.01850107863234977,100.0,100.0,97,0.0,8.662659893351095e-05,3.7818904689771817e-05,6.424965115524709e-18,2.632957196900632e-13,-0.01854255987952153,0.0,0.0
HK,1994,U,6,9,24,636,13.370411654002964,"[3.769253581563263e-05, 0.0002955195934094538]","[1.7096805137202738e-05, 8.317050813874548e-05]",-0.01857324844847123,100.0,100.0,97,0.0,0.00012387765516071644,0.00011897013444471065,3.0959363687978504e-20,3.0305233448438897e-13,-0.018654197454452515,0.0,0.0
HK,1994,U,6,10,24,660,13.464112173009198,"[1.7096805137202738e-05, 8.317050813874548e-05]","[1e-05, 1e-05]",-0.018735422442356747,100.0,100.0,97,0.0,8.095019848989675e-05,1.4106202534928483e-05,8.437338534920572e-20,1.4570278698984438e-13,-0.01876710777481397,0.0,0.0
HK,1994,U,7,1,14,674,14.755420202040114,"[0.00030000000000000003, 0.003]","[0.0002929031948627973, 0.0029268294918612546]",23.506838777235576,70.60606060606061,95.9090909090909,97,0.0,5.012697665087346,10.628548032249283,7.516815684199674e-17,18.31071506227766,-0.017625446724040168,0.0,0.0
