class_id,dataset,final_recall,first_recall,first_task,maximum_forgetting,method,seed,signed_forgetting
5,ISIC,0.3783783783783784,0.4864864864864865,3,0.10810810810810811,G.V,1995,0.10810810810810811
4,ISIC,0.5121951219512195,0.5609756097560976,3,0.04878048780487809,G.J,1995,0.04878048780487809
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.J,1995,0.027027027027026973
4,ISIC,0.5365853658536586,0.6097560975609756,3,0.07317073170731703,G.J1,1995,0.07317073170731703
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.J1,1995,0.027027027027026973
4,ISIC,0.0,0.0,3,0.0,G.Z,1995,0.0
5,ISIC,0.08108108108108109,0.08108108108108109,3,0.0,G.Z,1995,0.0
4,ISIC,0.5365853658536586,0.5609756097560976,3,0.024390243902439046,G.L,1995,0.024390243902439046
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.L,1995,0.027027027027026973
4,ISIC,0.5121951219512195,0.5609756097560976,3,0.04878048780487809,G.R,1995,0.04878048780487809
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.R,1995,0.027027027027026973
4,ISIC,0.5121951219512195,0.5609756097560976,3,0.04878048780487809,G.R-no-gate,1995,0.04878048780487809
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.R-no-gate,1995,0.027027027027026973
4,ISIC,0.5121951219512195,0.5609756097560976,3,0.04878048780487809,G.R-identity,1995,0.04878048780487809
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.R-identity,1995,0.027027027027026973
4,ISIC,0.5121951219512195,0.5609756097560976,3,0.04878048780487809,G.R-zero-prior,1995,0.04878048780487809
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.R-zero-prior,1995,0.027027027027026973
4,ISIC,0.5853658536585366,0.5853658536585366,3,0.0,G.L-permute,1995,0.0
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.L-permute,1995,0.027027027027026973
4,ISIC,0.0,0.0,3,0.0,G.template-0,1995,0.0
5,ISIC,0.02702702702702703,0.02702702702702703,3,0.0,G.template-0,1995,0.0
4,ISIC,0.024390243902439025,0.024390243902439025,3,0.0,G.template-1,1995,0.0
5,ISIC,0.05405405405405406,0.08108108108108109,3,0.02702702702702703,G.template-1,1995,0.02702702702702703
4,ISIC,0.5609756097560976,0.5853658536585366,3,0.024390243902438935,P,1995,0.024390243902438935
5,ISIC,0.43243243243243246,0.4864864864864865,3,0.05405405405405406,P,1995,0.05405405405405406
4,ISIC,0.5609756097560976,0.5853658536585366,3,0.024390243902438935,F,1995,0.024390243902438935
5,ISIC,0.5135135135135135,0.4864864864864865,3,0.0,F,1995,-0.027027027027026973
4,ISIC,0.6341463414634146,0.6097560975609756,3,0.0,F2,1995,-0.024390243902439046
5,ISIC,0.5135135135135135,0.5135135135135135,3,0.0,F2,1995,0.0
2,ISIC,0.30434782608695654,0.30434782608695654,4,0.0,G.V,1995,0.0
7,ISIC,0.375,0.375,4,0.0,G.V,1995,0.0
2,ISIC,0.4782608695652174,0.4782608695652174,4,0.0,G.J,1995,0.0
7,ISIC,0.5,0.5,4,0.0,G.J,1995,0.0
2,ISIC,0.4782608695652174,0.4782608695652174,4,0.0,G.J1,1995,0.0
7,ISIC,0.5,0.5,4,0.0,G.J1,1995,0.0
2,ISIC,0.021739130434782608,0.021739130434782608,4,0.0,G.Z,1995,0.0
7,ISIC,0.0,0.0,4,0.0,G.Z,1995,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,G.L,1995,0.0
7,ISIC,0.4166666666666667,0.4166666666666667,4,0.0,G.L,1995,0.0
2,ISIC,0.4782608695652174,0.4782608695652174,4,0.0,G.R,1995,0.0
7,ISIC,0.5,0.5,4,0.0,G.R,1995,0.0
2,ISIC,0.4782608695652174,0.4782608695652174,4,0.0,G.R-no-gate,1995,0.0
7,ISIC,0.5,0.5,4,0.0,G.R-no-gate,1995,0.0
2,ISIC,0.4782608695652174,0.4782608695652174,4,0.0,G.R-identity,1995,0.0
7,ISIC,0.5,0.5,4,0.0,G.R-identity,1995,0.0
2,ISIC,0.4782608695652174,0.4782608695652174,4,0.0,G.R-zero-prior,1995,0.0
7,ISIC,0.5,0.5,4,0.0,G.R-zero-prior,1995,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,G.L-permute,1995,0.0
7,ISIC,0.5,0.5,4,0.0,G.L-permute,1995,0.0
2,ISIC,0.0,0.0,4,0.0,G.template-0,1995,0.0
7,ISIC,0.0,0.0,4,0.0,G.template-0,1995,0.0
2,ISIC,0.15217391304347827,0.15217391304347827,4,0.0,G.template-1,1995,0.0
7,ISIC,0.0,0.0,4,0.0,G.template-1,1995,0.0
2,ISIC,0.43478260869565216,0.43478260869565216,4,0.0,P,1995,0.0
7,ISIC,0.5,0.5,4,0.0,P,1995,0.0
2,ISIC,0.4782608695652174,0.4782608695652174,4,0.0,F,1995,0.0
7,ISIC,0.5833333333333334,0.5833333333333334,4,0.0,F,1995,0.0
2,ISIC,0.43478260869565216,0.43478260869565216,4,0.0,F2,1995,0.0
7,ISIC,0.5833333333333334,0.5833333333333334,4,0.0,F2,1995,0.0
0,HK,0.42857142857142855,1.0,1,0.5714285714285714,G.V,1993,0.5714285714285714
4,HK,0.8424242424242424,1.0,1,0.1575757575757576,G.V,1993,0.1575757575757576
0,HK,0.7142857142857143,1.0,1,0.2857142857142857,G.J,1993,0.2857142857142857
4,HK,0.8666666666666667,1.0,1,0.1333333333333333,G.J,1993,0.1333333333333333
0,HK,0.7142857142857143,1.0,1,0.2857142857142857,G.J1,1993,0.2857142857142857
4,HK,0.8727272727272727,1.0,1,0.12727272727272732,G.J1,1993,0.12727272727272732
0,HK,0.0,0.8571428571428571,1,0.8571428571428571,G.Z,1993,0.8571428571428571
4,HK,0.09696969696969697,0.5393939393939394,1,0.44242424242424244,G.Z,1993,0.44242424242424244
0,HK,0.5714285714285714,1.0,1,0.4285714285714286,G.L,1993,0.4285714285714286
4,HK,0.9030303030303031,1.0,1,0.09696969696969693,G.L,1993,0.09696969696969693
0,HK,0.7142857142857143,1.0,1,0.2857142857142857,G.R,1993,0.2857142857142857
4,HK,0.8666666666666667,1.0,1,0.1333333333333333,G.R,1993,0.1333333333333333
0,HK,0.7142857142857143,1.0,1,0.2857142857142857,G.R-no-gate,1993,0.2857142857142857
4,HK,0.8666666666666667,1.0,1,0.1333333333333333,G.R-no-gate,1993,0.1333333333333333
0,HK,0.7142857142857143,1.0,1,0.2857142857142857,G.R-identity,1993,0.2857142857142857
4,HK,0.8666666666666667,1.0,1,0.1333333333333333,G.R-identity,1993,0.1333333333333333
0,HK,0.7142857142857143,1.0,1,0.2857142857142857,G.R-zero-prior,1993,0.2857142857142857
4,HK,0.8666666666666667,1.0,1,0.1333333333333333,G.R-zero-prior,1993,0.1333333333333333
0,HK,0.5714285714285714,1.0,1,0.4285714285714286,G.L-permute,1993,0.4285714285714286
4,HK,0.8484848484848485,1.0,1,0.1515151515151515,G.L-permute,1993,0.1515151515151515
0,HK,0.0,0.2857142857142857,1,0.2857142857142857,G.template-0,1993,0.2857142857142857
4,HK,0.20606060606060606,0.7696969696969697,1,0.5636363636363636,G.template-0,1993,0.5636363636363636
0,HK,0.0,0.8571428571428571,1,0.8571428571428571,G.template-1,1993,0.8571428571428571
4,HK,0.06666666666666667,0.6060606060606061,1,0.5393939393939394,G.template-1,1993,0.5393939393939394
0,HK,0.7142857142857143,1.0,1,0.2857142857142857,P,1993,0.2857142857142857
4,HK,0.8727272727272727,1.0,1,0.12727272727272732,P,1993,0.12727272727272732
0,HK,0.7142857142857143,1.0,1,0.2857142857142857,F,1993,0.2857142857142857
4,HK,0.8666666666666667,1.0,1,0.1333333333333333,F,1993,0.1333333333333333
0,HK,0.7142857142857143,1.0,1,0.2857142857142857,F2,1993,0.2857142857142857
4,HK,0.8727272727272727,1.0,1,0.12727272727272732,F2,1993,0.12727272727272732
12,HK,0.7560975609756098,0.7804878048780488,2,0.024390243902439046,G.V,1993,0.024390243902439046
8,HK,0.9673202614379085,1.0,2,0.0326797385620915,G.V,1993,0.0326797385620915
12,HK,0.7804878048780488,0.8780487804878049,2,0.09756097560975607,G.J,1993,0.09756097560975607
8,HK,0.9934640522875817,1.0,2,0.006535947712418277,G.J,1993,0.006535947712418277
12,HK,0.7804878048780488,0.8780487804878049,2,0.09756097560975607,G.J1,1993,0.09756097560975607
8,HK,0.9869281045751634,1.0,2,0.013071895424836555,G.J1,1993,0.013071895424836555
12,HK,0.0,0.07317073170731707,2,0.07317073170731707,G.Z,1993,0.07317073170731707
8,HK,0.05228758169934641,0.4444444444444444,2,0.39215686274509803,G.Z,1993,0.39215686274509803
12,HK,0.8048780487804879,0.8780487804878049,2,0.07317073170731703,G.L,1993,0.07317073170731703
8,HK,0.9869281045751634,1.0,2,0.013071895424836555,G.L,1993,0.013071895424836555
12,HK,0.7804878048780488,0.8780487804878049,2,0.09756097560975607,G.R,1993,0.09756097560975607
8,HK,0.9934640522875817,1.0,2,0.006535947712418277,G.R,1993,0.006535947712418277
12,HK,0.7804878048780488,0.8780487804878049,2,0.09756097560975607,G.R-no-gate,1993,0.09756097560975607
8,HK,0.9934640522875817,1.0,2,0.006535947712418277,G.R-no-gate,1993,0.006535947712418277
12,HK,0.7804878048780488,0.8780487804878049,2,0.09756097560975607,G.R-identity,1993,0.09756097560975607
8,HK,0.9934640522875817,1.0,2,0.006535947712418277,G.R-identity,1993,0.006535947712418277
12,HK,0.7804878048780488,0.8780487804878049,2,0.09756097560975607,G.R-zero-prior,1993,0.09756097560975607
8,HK,0.9934640522875817,1.0,2,0.006535947712418277,G.R-zero-prior,1993,0.006535947712418277
12,HK,0.8536585365853658,0.8780487804878049,2,0.024390243902439046,G.L-permute,1993,0.024390243902439046
8,HK,0.9934640522875817,1.0,2,0.006535947712418277,G.L-permute,1993,0.006535947712418277
12,HK,0.0,0.0,2,0.0,G.template-0,1993,0.0
8,HK,0.026143790849673203,0.28104575163398693,2,0.2549019607843137,G.template-0,1993,0.2549019607843137
12,HK,0.0,0.4878048780487805,2,0.4878048780487805,G.template-1,1993,0.4878048780487805
8,HK,0.032679738562091505,0.3660130718954248,2,0.3333333333333333,G.template-1,1993,0.3333333333333333
12,HK,0.8292682926829268,0.8780487804878049,2,0.04878048780487809,P,1993,0.04878048780487809
8,HK,0.9738562091503268,1.0,2,0.02614379084967322,P,1993,0.02614379084967322
12,HK,0.8292682926829268,0.8780487804878049,2,0.04878048780487809,F,1993,0.04878048780487809
8,HK,0.9803921568627451,1.0,2,0.019607843137254943,F,1993,0.019607843137254943
12,HK,0.8048780487804879,0.8780487804878049,2,0.07317073170731703,F2,1993,0.07317073170731703
8,HK,0.9738562091503268,1.0,2,0.02614379084967322,F2,1993,0.02614379084967322
2,HK,0.8131868131868132,1.0,3,0.18681318681318682,G.V,1993,0.18681318681318682
11,HK,0.16393442622950818,0.6721311475409836,3,0.5081967213114754,G.V,1993,0.5081967213114754
2,HK,0.8461538461538461,1.0,3,0.15384615384615385,G.J,1993,0.15384615384615385
11,HK,0.3114754098360656,0.7540983606557377,3,0.44262295081967207,G.J,1993,0.44262295081967207
2,HK,0.8351648351648352,1.0,3,0.1648351648351648,G.J1,1993,0.1648351648351648
11,HK,0.2786885245901639,0.7213114754098361,3,0.4426229508196722,G.J1,1993,0.4426229508196722
2,HK,0.0,0.0,3,0.0,G.Z,1993,0.0
11,HK,0.639344262295082,0.7704918032786885,3,0.13114754098360648,G.Z,1993,0.13114754098360648
2,HK,0.8351648351648352,1.0,3,0.1648351648351648,G.L,1993,0.1648351648351648
11,HK,0.4098360655737705,0.7540983606557377,3,0.3770491803278688,G.L,1993,0.34426229508196715
2,HK,0.8461538461538461,1.0,3,0.15384615384615385,G.R,1993,0.15384615384615385
11,HK,0.3114754098360656,0.7540983606557377,3,0.44262295081967207,G.R,1993,0.44262295081967207
2,HK,0.8461538461538461,1.0,3,0.15384615384615385,G.R-no-gate,1993,0.15384615384615385
11,HK,0.29508196721311475,0.7540983606557377,3,0.4590163934426229,G.R-no-gate,1993,0.4590163934426229
2,HK,0.8461538461538461,1.0,3,0.15384615384615385,G.R-identity,1993,0.15384615384615385
11,HK,0.3114754098360656,0.7540983606557377,3,0.44262295081967207,G.R-identity,1993,0.44262295081967207
2,HK,0.8461538461538461,1.0,3,0.15384615384615385,G.R-zero-prior,1993,0.15384615384615385
11,HK,0.3114754098360656,0.7540983606557377,3,0.44262295081967207,G.R-zero-prior,1993,0.44262295081967207
2,HK,0.8351648351648352,1.0,3,0.1648351648351648,G.L-permute,1993,0.1648351648351648
11,HK,0.2459016393442623,0.7540983606557377,3,0.5081967213114753,G.L-permute,1993,0.5081967213114753
2,HK,0.0,0.0,3,0.0,G.template-0,1993,0.0
11,HK,0.5737704918032787,0.7213114754098361,3,0.14754098360655743,G.template-0,1993,0.14754098360655743
2,HK,0.0,0.0,3,0.0,G.template-1,1993,0.0
11,HK,0.8360655737704918,0.9508196721311475,3,0.11475409836065564,G.template-1,1993,0.11475409836065564
2,HK,0.8241758241758241,1.0,3,0.17582417582417587,P,1993,0.17582417582417587
11,HK,0.22950819672131148,0.6557377049180327,3,0.42622950819672123,P,1993,0.42622950819672123
2,HK,0.8296703296703297,1.0,3,0.17032967032967028,F,1993,0.17032967032967028
11,HK,0.22950819672131148,0.6557377049180327,3,0.42622950819672123,F,1993,0.42622950819672123
2,HK,0.7967032967032966,1.0,3,0.20329670329670335,F2,1993,0.20329670329670335
11,HK,0.26229508196721313,0.6721311475409836,3,0.40983606557377045,F2,1993,0.40983606557377045
17,HK,0.6,0.8,4,0.20000000000000007,G.V,1993,0.20000000000000007
3,HK,0.7643312101910829,0.7579617834394905,4,0.006369426751592355,G.V,1993,-0.006369426751592355
17,HK,0.8,1.0,4,0.19999999999999996,G.J,1993,0.19999999999999996
3,HK,0.8662420382165605,0.8471337579617835,4,0.0,G.J,1993,-0.019108280254777066
17,HK,0.8,1.0,4,0.19999999999999996,G.J1,1993,0.19999999999999996
3,HK,0.821656050955414,0.8407643312101911,4,0.03821656050955413,G.J1,1993,0.019108280254777066
17,HK,0.4,0.4,4,0.0,G.Z,1993,0.0
3,HK,0.0,0.006369426751592357,4,0.006369426751592357,G.Z,1993,0.006369426751592357
17,HK,0.8,1.0,4,0.19999999999999996,G.L,1993,0.19999999999999996
3,HK,0.8152866242038217,0.8343949044585988,4,0.019108280254777066,G.L,1993,0.019108280254777066
17,HK,0.8,1.0,4,0.19999999999999996,G.R,1993,0.19999999999999996
3,HK,0.8662420382165605,0.8471337579617835,4,0.0,G.R,1993,-0.019108280254777066
17,HK,0.8,1.0,4,0.19999999999999996,G.R-no-gate,1993,0.19999999999999996
3,HK,0.8662420382165605,0.8471337579617835,4,0.0,G.R-no-gate,1993,-0.019108280254777066
17,HK,0.8,1.0,4,0.19999999999999996,G.R-identity,1993,0.19999999999999996
3,HK,0.8662420382165605,0.8471337579617835,4,0.0,G.R-identity,1993,-0.019108280254777066
17,HK,0.8,1.0,4,0.19999999999999996,G.R-zero-prior,1993,0.19999999999999996
3,HK,0.8662420382165605,0.8471337579617835,4,0.0,G.R-zero-prior,1993,-0.019108280254777066
17,HK,0.8,1.0,4,0.19999999999999996,G.L-permute,1993,0.19999999999999996
3,HK,0.8535031847133758,0.8471337579617835,4,0.019108280254777066,G.L-permute,1993,-0.006369426751592355
17,HK,0.4,0.4,4,0.0,G.template-0,1993,0.0
3,HK,0.0,0.006369426751592357,4,0.006369426751592357,G.template-0,1993,0.006369426751592357
17,HK,0.2,0.2,4,0.0,G.template-1,1993,0.0
3,HK,0.006369426751592357,0.006369426751592357,4,0.0,G.template-1,1993,0.0
17,HK,0.6,1.0,4,0.4,P,1993,0.4
3,HK,0.821656050955414,0.8471337579617835,4,0.04458598726114649,P,1993,0.02547770700636942
17,HK,0.6,1.0,4,0.4,F,1993,0.4
3,HK,0.8280254777070064,0.8471337579617835,4,0.031847133757961776,F,1993,0.019108280254777066
17,HK,0.6,1.0,4,0.4,F2,1993,0.4
3,HK,0.7834394904458599,0.8343949044585988,4,0.0573248407643312,F2,1993,0.05095541401273884
21,HK,0.0,1.0,5,1.0,G.V,1993,1.0
16,HK,0.625,0.5,5,0.125,G.V,1993,-0.125
21,HK,0.0,1.0,5,1.0,G.J,1993,1.0
16,HK,0.25,0.5,5,0.25,G.J,1993,0.25
21,HK,0.0,1.0,5,1.0,G.J1,1993,1.0
16,HK,0.25,0.5,5,0.25,G.J1,1993,0.25
21,HK,0.0,0.0,5,0.0,G.Z,1993,0.0
16,HK,0.0,0.0,5,0.0,G.Z,1993,0.0
21,HK,0.0,1.0,5,1.0,G.L,1993,1.0
16,HK,0.25,0.5,5,0.25,G.L,1993,0.25
21,HK,0.0,1.0,5,1.0,G.R,1993,1.0
16,HK,0.25,0.5,5,0.25,G.R,1993,0.25
21,HK,0.0,1.0,5,1.0,G.R-no-gate,1993,1.0
16,HK,0.25,0.5,5,0.25,G.R-no-gate,1993,0.25
21,HK,0.0,1.0,5,1.0,G.R-identity,1993,1.0
16,HK,0.25,0.5,5,0.25,G.R-identity,1993,0.25
21,HK,0.0,1.0,5,1.0,G.R-zero-prior,1993,1.0
16,HK,0.25,0.5,5,0.25,G.R-zero-prior,1993,0.25
21,HK,0.0,1.0,5,1.0,G.L-permute,1993,1.0
16,HK,0.25,0.5,5,0.25,G.L-permute,1993,0.25
21,HK,0.0,0.0,5,0.0,G.template-0,1993,0.0
16,HK,0.0,0.0,5,0.0,G.template-0,1993,0.0
21,HK,0.0,0.0,5,0.0,G.template-1,1993,0.0
16,HK,0.0,0.0,5,0.0,G.template-1,1993,0.0
21,HK,0.0,1.0,5,1.0,P,1993,1.0
16,HK,0.375,0.5,5,0.125,P,1993,0.125
21,HK,0.0,1.0,5,1.0,F,1993,1.0
16,HK,0.375,0.5,5,0.125,F,1993,0.125
21,HK,0.0,1.0,5,1.0,F2,1993,1.0
16,HK,0.25,0.5,5,0.25,F2,1993,0.25
22,HK,0.8095238095238095,0.8095238095238095,6,0.04761904761904756,G.V,1993,0.0
13,HK,0.95625,0.95,6,0.006249999999999978,G.V,1993,-0.006250000000000089
22,HK,0.8095238095238095,0.8095238095238095,6,0.0,G.J,1993,0.0
13,HK,0.95625,0.96875,6,0.012499999999999956,G.J,1993,0.012499999999999956
22,HK,0.8095238095238095,0.8095238095238095,6,0.0,G.J1,1993,0.0
13,HK,0.95625,0.975,6,0.018749999999999933,G.J1,1993,0.018749999999999933
22,HK,0.0,0.0,6,0.0,G.Z,1993,0.0
13,HK,0.00625,0.00625,6,0.0,G.Z,1993,0.0
22,HK,0.8095238095238095,0.8095238095238095,6,0.0,G.L,1993,0.0
13,HK,0.95625,0.96875,6,0.012499999999999956,G.L,1993,0.012499999999999956
22,HK,0.8095238095238095,0.8095238095238095,6,0.0,G.R,1993,0.0
13,HK,0.95625,0.96875,6,0.012499999999999956,G.R,1993,0.012499999999999956
22,HK,0.8095238095238095,0.8095238095238095,6,0.0,G.R-no-gate,1993,0.0
13,HK,0.95625,0.96875,6,0.012499999999999956,G.R-no-gate,1993,0.012499999999999956
22,HK,0.8095238095238095,0.8095238095238095,6,0.0,G.R-identity,1993,0.0
13,HK,0.95625,0.96875,6,0.012499999999999956,G.R-identity,1993,0.012499999999999956
22,HK,0.8095238095238095,0.8095238095238095,6,0.0,G.R-zero-prior,1993,0.0
13,HK,0.95625,0.96875,6,0.012499999999999956,G.R-zero-prior,1993,0.012499999999999956
22,HK,0.8095238095238095,0.8095238095238095,6,0.0,G.L-permute,1993,0.0
13,HK,0.95625,0.96875,6,0.012499999999999956,G.L-permute,1993,0.012499999999999956
22,HK,0.0,0.0,6,0.0,G.template-0,1993,0.0
13,HK,0.00625,0.00625,6,0.0,G.template-0,1993,0.0
22,HK,0.0,0.0,6,0.0,G.template-1,1993,0.0
13,HK,0.00625,0.00625,6,0.0,G.template-1,1993,0.0
22,HK,0.7619047619047619,0.7619047619047619,6,0.0,P,1993,0.0
13,HK,0.94375,0.95,6,0.012500000000000067,P,1993,0.006249999999999978
22,HK,0.7619047619047619,0.7619047619047619,6,0.0,F,1993,0.0
13,HK,0.94375,0.95,6,0.012500000000000067,F,1993,0.006249999999999978
22,HK,0.7619047619047619,0.7619047619047619,6,0.0,F2,1993,0.0
13,HK,0.94375,0.95,6,0.006249999999999978,F2,1993,0.006249999999999978
18,HK,0.15151515151515152,0.36363636363636365,7,0.21212121212121213,G.V,1993,0.21212121212121213
14,HK,0.8166666666666667,0.95,7,0.16666666666666663,G.V,1993,0.1333333333333333
18,HK,0.42424242424242425,0.5757575757575758,7,0.15151515151515155,G.J,1993,0.15151515151515155
14,HK,0.9666666666666667,0.9833333333333333,7,0.016666666666666607,G.J,1993,0.016666666666666607
18,HK,0.3333333333333333,0.5151515151515151,7,0.18181818181818182,G.J1,1993,0.18181818181818182
14,HK,0.9333333333333333,0.9833333333333333,7,0.06666666666666665,G.J1,1993,0.04999999999999993
18,HK,0.0,0.0,7,0.0,G.Z,1993,0.0
14,HK,0.2,0.25,7,0.04999999999999999,G.Z,1993,0.04999999999999999
18,HK,0.45454545454545453,0.5757575757575758,7,0.12121212121212127,G.L,1993,0.12121212121212127
14,HK,0.9833333333333333,0.9833333333333333,7,0.0,G.L,1993,0.0
18,HK,0.42424242424242425,0.5757575757575758,7,0.15151515151515155,G.R,1993,0.15151515151515155
14,HK,0.9666666666666667,0.9833333333333333,7,0.016666666666666607,G.R,1993,0.016666666666666607
18,HK,0.42424242424242425,0.5454545454545454,7,0.12121212121212116,G.R-no-gate,1993,0.12121212121212116
14,HK,0.9666666666666667,0.9833333333333333,7,0.016666666666666607,G.R-no-gate,1993,0.016666666666666607
18,HK,0.42424242424242425,0.5757575757575758,7,0.15151515151515155,G.R-identity,1993,0.15151515151515155
14,HK,0.9666666666666667,0.9833333333333333,7,0.016666666666666607,G.R-identity,1993,0.016666666666666607
18,HK,0.42424242424242425,0.5757575757575758,7,0.15151515151515155,G.R-zero-prior,1993,0.15151515151515155
14,HK,0.9666666666666667,0.9833333333333333,7,0.016666666666666607,G.R-zero-prior,1993,0.016666666666666607
18,HK,0.45454545454545453,0.6060606060606061,7,0.15151515151515155,G.L-permute,1993,0.15151515151515155
14,HK,0.9833333333333333,0.9833333333333333,7,0.0,G.L-permute,1993,0.0
18,HK,0.0,0.0,7,0.0,G.template-0,1993,0.0
14,HK,0.08333333333333333,0.13333333333333333,7,0.05,G.template-0,1993,0.05
18,HK,0.0,0.0,7,0.0,G.template-1,1993,0.0
14,HK,0.43333333333333335,0.4666666666666667,7,0.033333333333333326,G.template-1,1993,0.033333333333333326
18,HK,0.3333333333333333,0.5151515151515151,7,0.18181818181818182,P,1993,0.18181818181818182
14,HK,0.9,0.9833333333333333,7,0.08333333333333326,P,1993,0.08333333333333326
18,HK,0.3333333333333333,0.5151515151515151,7,0.18181818181818182,F,1993,0.18181818181818182
14,HK,0.9,0.9833333333333333,7,0.08333333333333326,F,1993,0.08333333333333326
18,HK,0.2727272727272727,0.45454545454545453,7,0.18181818181818182,F2,1993,0.18181818181818182
14,HK,0.8666666666666667,0.9833333333333333,7,0.11666666666666659,F2,1993,0.11666666666666659
9,HK,0.9817073170731707,0.9878048780487805,8,0.0060975609756097615,G.V,1993,0.0060975609756097615
19,HK,0.0,0.5,8,0.5,G.V,1993,0.5
9,HK,0.9939024390243902,0.9939024390243902,8,0.0,G.J,1993,0.0
19,HK,0.0,0.0,8,0.0,G.J,1993,0.0
9,HK,0.9939024390243902,0.9939024390243902,8,0.0,G.J1,1993,0.0
19,HK,0.0,0.0,8,0.0,G.J1,1993,0.0
9,HK,0.0,0.0,8,0.0,G.Z,1993,0.0
19,HK,0.0,0.0,8,0.0,G.Z,1993,0.0
9,HK,0.9939024390243902,0.9939024390243902,8,0.0,G.L,1993,0.0
19,HK,0.0,0.0,8,0.0,G.L,1993,0.0
9,HK,0.9939024390243902,0.9939024390243902,8,0.0,G.R,1993,0.0
19,HK,0.0,0.0,8,0.0,G.R,1993,0.0
9,HK,0.9939024390243902,0.9939024390243902,8,0.0,G.R-no-gate,1993,0.0
19,HK,0.0,0.0,8,0.0,G.R-no-gate,1993,0.0
9,HK,0.9939024390243902,0.9939024390243902,8,0.0,G.R-identity,1993,0.0
19,HK,0.0,0.0,8,0.0,G.R-identity,1993,0.0
9,HK,0.9939024390243902,0.9939024390243902,8,0.0,G.R-zero-prior,1993,0.0
19,HK,0.0,0.0,8,0.0,G.R-zero-prior,1993,0.0
9,HK,0.9939024390243902,0.9939024390243902,8,0.0,G.L-permute,1993,0.0
19,HK,0.0,0.0,8,0.0,G.L-permute,1993,0.0
9,HK,0.0,0.0,8,0.0,G.template-0,1993,0.0
19,HK,0.0,0.0,8,0.0,G.template-0,1993,0.0
9,HK,0.0,0.0,8,0.0,G.template-1,1993,0.0
19,HK,0.0,0.0,8,0.0,G.template-1,1993,0.0
9,HK,0.9878048780487805,0.9878048780487805,8,0.0,P,1993,0.0
19,HK,0.0,0.0,8,0.0,P,1993,0.0
9,HK,0.9878048780487805,0.9878048780487805,8,0.0,F,1993,0.0
19,HK,0.0,0.0,8,0.0,F,1993,0.0
9,HK,0.9817073170731707,0.9878048780487805,8,0.0060975609756097615,F2,1993,0.0060975609756097615
19,HK,0.0,0.0,8,0.0,F2,1993,0.0
15,HK,1.0,1.0,9,0.0,G.V,1993,0.0
6,HK,0.0,0.0,9,0.0,G.V,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,G.J,1993,0.0
6,HK,0.0,0.0,9,0.0,G.J,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,G.J1,1993,0.0
6,HK,0.0,0.0,9,0.0,G.J1,1993,0.0
15,HK,0.008130081300813009,0.016260162601626018,9,0.008130081300813009,G.Z,1993,0.008130081300813009
6,HK,0.0,0.0,9,0.0,G.Z,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,G.L,1993,0.0
6,HK,0.0,0.0,9,0.0,G.L,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,G.R,1993,0.0
6,HK,0.0,0.0,9,0.0,G.R,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,G.R-no-gate,1993,0.0
6,HK,0.0,0.0,9,0.0,G.R-no-gate,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,G.R-identity,1993,0.0
6,HK,0.0,0.0,9,0.0,G.R-identity,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,G.R-zero-prior,1993,0.0
6,HK,0.0,0.0,9,0.0,G.R-zero-prior,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,G.L-permute,1993,0.0
6,HK,0.0,0.0,9,0.0,G.L-permute,1993,0.0
15,HK,0.04878048780487805,0.04878048780487805,9,0.0,G.template-0,1993,0.0
6,HK,0.0,0.0,9,0.0,G.template-0,1993,0.0
15,HK,0.008130081300813009,0.008130081300813009,9,0.0,G.template-1,1993,0.0
6,HK,0.0,0.0,9,0.0,G.template-1,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,P,1993,0.0
6,HK,0.0,0.0,9,0.0,P,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,F,1993,0.0
6,HK,0.0,0.0,9,0.0,F,1993,0.0
15,HK,0.991869918699187,0.991869918699187,9,0.0,F2,1993,0.0
6,HK,0.0,0.0,9,0.0,F2,1993,0.0
5,HK,0.0,0.0,10,0.0,G.V,1993,0.0
20,HK,0.07575757575757576,0.07575757575757576,10,0.0,G.V,1993,0.0
