candidate,changed,class_id,comparator,corrections,dataset,destructions,n,seed,task,wrong_to_different_wrong
B.J,1,14,G.J,0,HK,1,60,1995,11,0
B.J,0,15,G.J,0,HK,0,123,1995,11,0
B.J,2,16,G.J,1,HK,1,8,1995,11,0
B.J,1,17,G.J,0,HK,1,5,1995,11,0
B.J,4,18,G.J,0,HK,1,33,1995,11,3
B.J,1,19,G.J,0,HK,0,2,1995,11,1
B.J,26,20,G.J,1,HK,9,66,1995,11,16
B.J,1,21,G.J,0,HK,0,4,1995,11,1
B.J,5,22,G.J,1,HK,2,21,1995,11,2
B.J,0,0,F,0,HK,0,7,1993,1,0
B.J,0,4,F,0,HK,0,165,1993,1,0
B.J,0,0,F,0,HK,0,7,1993,2,0
B.J,0,4,F,0,HK,0,165,1993,2,0
B.J,0,8,F,0,HK,0,153,1993,2,0
B.J,2,12,F,2,HK,0,41,1993,2,0
B.J,1,0,F,0,HK,0,7,1993,3,1
B.J,0,2,F,0,HK,0,182,1993,3,0
B.J,0,4,F,0,HK,0,165,1993,3,0
B.J,0,8,F,0,HK,0,153,1993,3,0
B.J,9,11,F,7,HK,0,61,1993,3,2
B.J,1,12,F,1,HK,0,41,1993,3,0
B.J,1,0,F,1,HK,0,7,1993,4,0
B.J,0,2,F,0,HK,0,182,1993,4,0
B.J,11,3,F,8,HK,3,157,1993,4,0
B.J,12,4,F,7,HK,4,165,1993,4,1
B.J,2,8,F,1,HK,1,153,1993,4,0
B.J,7,11,F,4,HK,1,61,1993,4,2
B.J,3,12,F,3,HK,0,41,1993,4,0
B.J,0,17,F,0,HK,0,5,1993,4,0
B.J,1,0,F,0,HK,0,7,1993,5,1
B.J,0,2,F,0,HK,0,182,1993,5,0
B.J,11,3,F,8,HK,3,157,1993,5,0
B.J,11,4,F,6,HK,4,165,1993,5,1
B.J,2,8,F,2,HK,0,153,1993,5,0
B.J,10,11,F,4,HK,2,61,1993,5,4
B.J,5,12,F,3,HK,1,41,1993,5,1
B.J,1,16,F,0,HK,1,8,1993,5,0
B.J,1,17,F,1,HK,0,5,1993,5,0
B.J,0,21,F,0,HK,0,4,1993,5,0
B.J,2,0,F,0,HK,1,7,1993,6,1
B.J,0,2,F,0,HK,0,182,1993,6,0
B.J,8,3,F,5,HK,3,157,1993,6,0
B.J,11,4,F,7,HK,3,165,1993,6,1
B.J,2,8,F,2,HK,0,153,1993,6,0
B.J,12,11,F,4,HK,4,61,1993,6,4
B.J,1,12,F,0,HK,0,41,1993,6,1
B.J,4,13,F,3,HK,0,160,1993,6,1
B.J,1,16,F,0,HK,1,8,1993,6,0
B.J,1,17,F,1,HK,0,5,1993,6,0
B.J,0,21,F,0,HK,0,4,1993,6,0
B.J,2,22,F,0,HK,2,21,1993,6,0
B.J,2,0,F,0,HK,1,7,1993,7,1
B.J,0,2,F,0,HK,0,182,1993,7,0
B.J,5,3,F,3,HK,2,157,1993,7,0
B.J,7,4,F,4,HK,3,165,1993,7,0
B.J,1,8,F,1,HK,0,153,1993,7,0
B.J,12,11,F,3,HK,4,61,1993,7,5
B.J,2,12,F,0,HK,0,41,1993,7,2
B.J,4,13,F,2,HK,0,160,1993,7,2
B.J,0,14,F,0,HK,0,60,1993,7,0
B.J,1,16,F,0,HK,1,8,1993,7,0
B.J,0,17,F,0,HK,0,5,1993,7,0
B.J,3,18,F,1,HK,0,33,1993,7,2
B.J,0,21,F,0,HK,0,4,1993,7,0
B.J,1,22,F,0,HK,1,21,1993,7,0
B.J,2,0,F,0,HK,1,7,1993,8,1
B.J,0,2,F,0,HK,0,182,1993,8,0
B.J,6,3,F,5,HK,1,157,1993,8,0
B.J,6,4,F,4,HK,2,165,1993,8,0
B.J,3,8,F,3,HK,0,153,1993,8,0
B.J,2,9,F,2,HK,0,164,1993,8,0
B.J,12,11,F,4,HK,5,61,1993,8,3
B.J,3,12,F,0,HK,2,41,1993,8,1
B.J,3,13,F,2,HK,0,160,1993,8,1
B.J,0,14,F,0,HK,0,60,1993,8,0
B.J,1,16,F,0,HK,1,8,1993,8,0
B.J,0,17,F,0,HK,0,5,1993,8,0
B.J,7,18,F,2,HK,1,33,1993,8,4
B.J,0,19,F,0,HK,0,2,1993,8,0
B.J,0,21,F,0,HK,0,4,1993,8,0
B.J,1,22,F,0,HK,1,21,1993,8,0
B.J,2,0,F,0,HK,1,7,1993,9,1
B.J,0,2,F,0,HK,0,182,1993,9,0
B.J,7,3,F,6,HK,1,157,1993,9,0
B.J,7,4,F,4,HK,3,165,1993,9,0
B.J,1,6,F,0,HK,0,1,1993,9,1
B.J,1,8,F,1,HK,0,153,1993,9,0
B.J,2,9,F,2,HK,0,164,1993,9,0
B.J,12,11,F,4,HK,3,61,1993,9,5
B.J,1,12,F,0,HK,1,41,1993,9,0
B.J,3,13,F,1,HK,0,160,1993,9,2
B.J,0,14,F,0,HK,0,60,1993,9,0
B.J,0,15,F,0,HK,0,123,1993,9,0
B.J,1,16,F,0,HK,1,8,1993,9,0
B.J,1,17,F,1,HK,0,5,1993,9,0
B.J,8,18,F,2,HK,0,33,1993,9,6
B.J,1,19,F,0,HK,0,2,1993,9,1
B.J,0,21,F,0,HK,0,4,1993,9,0
B.J,1,22,F,0,HK,1,21,1993,9,0
B.J,2,0,F,0,HK,1,7,1993,10,1
B.J,0,2,F,0,HK,0,182,1993,10,0
B.J,8,3,F,5,HK,3,157,1993,10,0
B.J,6,4,F,4,HK,2,165,1993,10,0
B.J,0,5,F,0,HK,0,1,1993,10,0
B.J,0,6,F,0,HK,0,1,1993,10,0
B.J,1,8,F,1,HK,0,153,1993,10,0
B.J,2,9,F,2,HK,0,164,1993,10,0
B.J,13,11,F,6,HK,3,61,1993,10,4
B.J,0,12,F,0,HK,0,41,1993,10,0
B.J,4,13,F,3,HK,0,160,1993,10,1
B.J,2,14,F,2,HK,0,60,1993,10,0
B.J,0,15,F,0,HK,0,123,1993,10,0
B.J,1,16,F,0,HK,1,8,1993,10,0
B.J,0,17,F,0,HK,0,5,1993,10,0
B.J,4,18,F,0,HK,0,33,1993,10,4
B.J,1,19,F,0,HK,0,2,1993,10,1
B.J,21,20,F,3,HK,6,66,1993,10,12
B.J,0,21,F,0,HK,0,4,1993,10,0
B.J,1,22,F,0,HK,1,21,1993,10,0
B.J,2,0,F,0,HK,1,7,1993,11,1
B.J,2,1,F,2,HK,0,113,1993,11,0
B.J,7,2,F,1,HK,6,182,1993,11,0
B.J,6,3,F,4,HK,2,157,1993,11,0
B.J,9,4,F,4,HK,5,165,1993,11,0
B.J,0,5,F,0,HK,0,1,1993,11,0
B.J,0,6,F,0,HK,0,1,1993,11,0
B.J,0,7,F,0,HK,0,21,1993,11,0
B.J,1,8,F,1,HK,0,153,1993,11,0
B.J,2,9,F,2,HK,0,164,1993,11,0
B.J,17,10,F,2,HK,7,150,1993,11,8
B.J,14,11,F,2,HK,2,61,1993,11,10
B.J,1,12,F,0,HK,0,41,1993,11,1
B.J,3,13,F,2,HK,0,160,1993,11,1
B.J,5,14,F,4,HK,1,60,1993,11,0
B.J,0,15,F,0,HK,0,123,1993,11,0
B.J,2,16,F,0,HK,1,8,1993,11,1
B.J,1,17,F,1,HK,0,5,1993,11,0
B.J,7,18,F,2,HK,0,33,1993,11,5
B.J,1,19,F,0,HK,0,2,1993,11,1
B.J,25,20,F,7,HK,5,66,1993,11,13
B.J,0,21,F,0,HK,0,4,1993,11,0
B.J,3,22,F,0,HK,1,21,1993,11,2
B.J,0,16,F,0,HK,0,8,1994,1,0
B.J,0,22,F,0,HK,0,21,1994,1,0
B.J,1,12,F,0,HK,1,41,1994,2,0
B.J,3,13,F,3,HK,0,160,1994,2,0
B.J,1,16,F,0,HK,1,8,1994,2,0
B.J,0,22,F,0,HK,0,21,1994,2,0
B.J,0,4,F,0,HK,0,165,1994,3,0
B.J,2,12,F,1,HK,1,41,1994,3,0
B.J,2,13,F,1,HK,0,160,1994,3,1
B.J,1,16,F,0,HK,1,8,1994,3,0
B.J,1,21,F,0,HK,1,4,1994,3,0
B.J,2,22,F,1,HK,1,21,1994,3,0
B.J,0,4,F,0,HK,0,165,1994,4,0
B.J,1,12,F,1,HK,0,41,1994,4,0
B.J,4,13,F,4,HK,0,160,1994,4,0
B.J,1,16,F,0,HK,1,8,1994,4,0
B.J,0,17,F,0,HK,0,5,1994,4,0
B.J,1,19,F,0,HK,0,2,1994,4,1
B.J,0,21,F,0,HK,0,4,1994,4,0
B.J,2,22,F,1,HK,1,21,1994,4,0
B.J,0,4,F,0,HK,0,165,1994,5,0
B.J,0,6,F,0,HK,0,1,1994,5,0
B.J,6,11,F,2,HK,4,61,1994,5,0
B.J,3,12,F,2,HK,0,41,1994,5,1
B.J,4,13,F,4,HK,0,160,1994,5,0
B.J,0,16,F,0,HK,0,8,1994,5,0
B.J,0,17,F,0,HK,0,5,1994,5,0
B.J,1,19,F,0,HK,0,2,1994,5,1
B.J,0,21,F,0,HK,0,4,1994,5,0
B.J,1,22,F,0,HK,1,21,1994,5,0
B.J,9,3,F,5,HK,4,157,1994,6,0
B.J,9,4,F,5,HK,3,165,1994,6,1
B.J,0,6,F,0,HK,0,1,1994,6,0
B.J,5,11,F,4,HK,1,61,1994,6,0
B.J,3,12,F,1,HK,0,41,1994,6,2
B.J,4,13,F,4,HK,0,160,1994,6,0
B.J,0,15,F,0,HK,0,123,1994,6,0
B.J,0,16,F,0,HK,0,8,1994,6,0
B.J,0,17,F,0,HK,0,5,1994,6,0
B.J,1,19,F,0,HK,0,2,1994,6,1
B.J,0,21,F,0,HK,0,4,1994,6,0
B.J,1,22,F,0,HK,1,21,1994,6,0
B.J,2,0,F,0,HK,1,7,1994,7,1
B.J,8,3,F,4,HK,4,157,1994,7,0
B.J,9,4,F,6,HK,3,165,1994,7,0
B.J,1,6,F,0,HK,0,1,1994,7,1
B.J,2,9,F,2,HK,0,164,1994,7,0
B.J,12,11,F,4,HK,2,61,1994,7,6
B.J,2,12,F,0,HK,1,41,1994,7,1
B.J,5,13,F,4,HK,0,160,1994,7,1
B.J,0,15,F,0,HK,0,123,1994,7,0
B.J,1,16,F,0,HK,1,8,1994,7,0
B.J,0,17,F,0,HK,0,5,1994,7,0
B.J,1,19,F,0,HK,0,2,1994,7,1
B.J,0,21,F,0,HK,0,4,1994,7,0
B.J,1,22,F,0,HK,1,21,1994,7,0
B.J,2,0,F,0,HK,1,7,1994,8,1
B.J,8,3,F,7,HK,1,157,1994,8,0
B.J,8,4,F,5,HK,3,165,1994,8,0
B.J,0,5,F,0,HK,0,1,1994,8,0
B.J,1,6,F,0,HK,0,1,1994,8,1
B.J,0,7,F,0,HK,0,21,1994,8,0
B.J,2,9,F,2,HK,0,164,1994,8,0
B.J,15,11,F,6,HK,2,61,1994,8,7
B.J,3,12,F,0,HK,1,41,1994,8,2
B.J,3,13,F,2,HK,0,160,1994,8,1
B.J,0,15,F,0,HK,0,123,1994,8,0
B.J,1,16,F,0,HK,1,8,1994,8,0
B.J,1,17,F,1,HK,0,5,1994,8,0
B.J,1,19,F,0,HK,0,2,1994,8,1
B.J,0,21,F,0,HK,0,4,1994,8,0
B.J,1,22,F,0,HK,1,21,1994,8,0
B.J,2,0,F,0,HK,1,7,1994,9,1
B.J,0,1,F,0,HK,0,113,1994,9,0
B.J,8,3,F,7,HK,1,157,1994,9,0
B.J,9,4,F,5,HK,4,165,1994,9,0
B.J,0,5,F,0,HK,0,1,1994,9,0
B.J,1,6,F,0,HK,0,1,1994,9,1
B.J,0,7,F,0,HK,0,21,1994,9,0
B.J,2,9,F,2,HK,0,164,1994,9,0
B.J,12,11,F,3,HK,4,61,1994,9,5
B.J,2,12,F,0,HK,1,41,1994,9,1
B.J,2,13,F,1,HK,0,160,1994,9,1
B.J,0,15,F,0,HK,0,123,1994,9,0
B.J,1,16,F,0,HK,1,8,1994,9,0
B.J,0,17,F,0,HK,0,5,1994,9,0
B.J,10,18,F,3,HK,2,33,1994,9,5
B.J,2,19,F,0,HK,0,2,1994,9,2
B.J,0,21,F,0,HK,0,4,1994,9,0
B.J,3,22,F,0,HK,2,21,1994,9,1
B.J,1,0,F,0,HK,1,7,1994,10,0
B.J,0,1,F,0,HK,0,113,1994,10,0
B.J,9,3,F,7,HK,2,157,1994,10,0
B.J,9,4,F,4,HK,5,165,1994,10,0
B.J,0,5,F,0,HK,0,1,1994,10,0
B.J,1,6,F,0,HK,0,1,1994,10,1
B.J,0,7,F,0,HK,0,21,1994,10,0
B.J,2,9,F,2,HK,0,164,1994,10,0
B.J,16,10,F,3,HK,6,150,1994,10,7
B.J,12,11,F,1,HK,1,61,1994,10,10
B.J,3,12,F,0,HK,1,41,1994,10,2
B.J,3,13,F,1,HK,0,160,1994,10,2
B.J,3,14,F,2,HK,1,60,1994,10,0
B.J,0,15,F,0,HK,0,123,1994,10,0
B.J,1,16,F,0,HK,1,8,1994,10,0
B.J,0,17,F,0,HK,0,5,1994,10,0
B.J,9,18,F,3,HK,2,33,1994,10,4
B.J,2,19,F,0,HK,0,2,1994,10,2
B.J,0,21,F,0,HK,0,4,1994,10,0
B.J,2,22,F,0,HK,1,21,1994,10,1
B.J,1,0,F,0,HK,1,7,1994,11,0
B.J,2,1,F,2,HK,0,113,1994,11,0
B.J,8,2,F,1,HK,7,182,1994,11,0
B.J,9,3,F,7,HK,2,157,1994,11,0
B.J,10,4,F,4,HK,6,165,1994,11,0
B.J,0,5,F,0,HK,0,1,1994,11,0
B.J,0,6,F,0,HK,0,1,1994,11,0
B.J,0,7,F,0,HK,0,21,1994,11,0
B.J,1,8,F,1,HK,0,153,1994,11,0
B.J,2,9,F,2,HK,0,164,1994,11,0
B.J,16,10,F,4,HK,6,150,1994,11,6
B.J,12,11,F,1,HK,2,61,1994,11,9
B.J,2,12,F,0,HK,0,41,1994,11,2
B.J,1,13,F,1,HK,0,160,1994,11,0
B.J,6,14,F,5,HK,1,60,1994,11,0
B.J,0,15,F,0,HK,0,123,1994,11,0
B.J,2,16,F,0,HK,1,8,1994,11,1
B.J,1,17,F,1,HK,0,5,1994,11,0
B.J,8,18,F,2,HK,0,33,1994,11,6
B.J,1,19,F,0,HK,0,2,1994,11,1
B.J,26,20,F,7,HK,5,66,1994,11,14
B.J,1,21,F,1,HK,0,4,1994,11,0
B.J,4,22,F,0,HK,2,21,1994,11,2
B.J,0,9,F,0,HK,0,164,1995,1,0
B.J,1,13,F,1,HK,0,160,1995,1,0
B.J,1,9,F,1,HK,0,164,1995,2,0
B.J,1,13,F,1,HK,0,160,1995,2,0
B.J,0,14,F,0,HK,0,60,1995,2,0
B.J,0,16,F,0,HK,0,8,1995,2,0
B.J,0,5,F,0,HK,0,1,1995,3,0
B.J,1,9,F,1,HK,0,164,1995,3,0
B.J,1,13,F,1,HK,0,160,1995,3,0
B.J,0,14,F,0,HK,0,60,1995,3,0
B.J,0,15,F,0,HK,0,123,1995,3,0
B.J,0,16,F,0,HK,0,8,1995,3,0
B.J,0,1,F,0,HK,0,113,1995,4,0
B.J,0,5,F,0,HK,0,1,1995,4,0
B.J,1,9,F,1,HK,0,164,1995,4,0
B.J,2,12,F,2,HK,0,41,1995,4,0
B.J,3,13,F,3,HK,0,160,1995,4,0
B.J,1,14,F,0,HK,1,60,1995,4,0
B.J,0,15,F,0,HK,0,123,1995,4,0
B.J,1,16,F,0,HK,1,8,1995,4,0
B.J,0,1,F,0,HK,0,113,1995,5,0
B.J,0,5,F,0,HK,0,1,1995,5,0
B.J,1,8,F,0,HK,1,153,1995,5,0
B.J,2,9,F,2,HK,0,164,1995,5,0
B.J,3,12,F,2,HK,1,41,1995,5,0
B.J,6,13,F,5,HK,0,160,1995,5,1
B.J,2,14,F,1,HK,1,60,1995,5,0
B.J,0,15,F,0,HK,0,123,1995,5,0
B.J,0,16,F,0,HK,0,8,1995,5,0
B.J,0,22,F,0,HK,0,21,1995,5,0
B.J,0,1,F,0,HK,0,113,1995,6,0
B.J,0,5,F,0,HK,0,1,1995,6,0
B.J,2,8,F,1,HK,1,153,1995,6,0
B.J,4,9,F,4,HK,0,164,1995,6,0
B.J,2,12,F,2,HK,0,41,1995,6,0
B.J,7,13,F,6,HK,0,160,1995,6,1
B.J,2,14,F,1,HK,1,60,1995,6,0
B.J,0,15,F,0,HK,0,123,1995,6,0
B.J,1,16,F,0,HK,1,8,1995,6,0
B.J,2,17,F,1,HK,1,5,1995,6,0
B.J,0,19,F,0,HK,0,2,1995,6,0
B.J,0,22,F,0,HK,0,21,1995,6,0
B.J,0,1,F,0,HK,0,113,1995,7,0
B.J,0,5,F,0,HK,0,1,1995,7,0
B.J,0,6,F,0,HK,0,1,1995,7,0
B.J,3,8,F,0,HK,3,153,1995,7,0
B.J,3,9,F,3,HK,0,164,1995,7,0
B.J,2,12,F,2,HK,0,41,1995,7,0
B.J,5,13,F,5,HK,0,160,1995,7,0
B.J,3,14,F,2,HK,1,60,1995,7,0
B.J,0,15,F,0,HK,0,123,1995,7,0
B.J,0,16,F,0,HK,0,8,1995,7,0
B.J,2,17,F,0,HK,1,5,1995,7,1
B.J,8,18,F,6,HK,0,33,1995,7,2
B.J,0,19,F,0,HK,0,2,1995,7,0
B.J,3,22,F,3,HK,0,21,1995,7,0
B.J,1,0,F,0,HK,0,7,1995,8,1
B.J,0,1,F,0,HK,0,113,1995,8,0
B.J,0,5,F,0,HK,0,1,1995,8,0
B.J,0,6,F,0,HK,0,1,1995,8,0
B.J,2,8,F,0,HK,2,153,1995,8,0
B.J,2,9,F,2,HK,0,164,1995,8,0
B.J,1,12,F,0,HK,0,41,1995,8,1
B.J,4,13,F,4,HK,0,160,1995,8,0
B.J,2,14,F,1,HK,1,60,1995,8,0
B.J,0,15,F,0,HK,0,123,1995,8,0
B.J,2,16,F,0,HK,2,8,1995,8,0
B.J,3,17,F,0,HK,1,5,1995,8,2
B.J,8,18,F,3,HK,2,33,1995,8,3
B.J,1,19,F,0,HK,0,2,1995,8,1
B.J,23,20,F,9,HK,10,66,1995,8,4
B.J,1,22,F,1,HK,0,21,1995,8,0
B.J,2,0,F,0,HK,1,7,1995,9,1
B.J,0,1,F,0,HK,0,113,1995,9,0
B.J,2,3,F,2,HK,0,157,1995,9,0
B.J,0,5,F,0,HK,0,1,1995,9,0
B.J,0,6,F,0,HK,0,1,1995,9,0
B.J,3,8,F,1,HK,2,153,1995,9,0
B.J,2,9,F,2,HK,0,164,1995,9,0
B.J,13,11,F,5,HK,4,61,1995,9,4
B.J,1,12,F,1,HK,0,41,1995,9,0
B.J,4,13,F,3,HK,0,160,1995,9,1
B.J,2,14,F,1,HK,1,60,1995,9,0
B.J,0,15,F,0,HK,0,123,1995,9,0
B.J,1,16,F,0,HK,1,8,1995,9,0
B.J,2,17,F,0,HK,1,5,1995,9,1
B.J,6,18,F,2,HK,1,33,1995,9,3
B.J,1,19,F,0,HK,0,2,1995,9,1
B.J,22,20,F,9,HK,9,66,1995,9,4
B.J,1,22,F,1,HK,0,21,1995,9,0
B.J,3,0,F,0,HK,1,7,1995,10,2
B.J,3,1,F,3,HK,0,113,1995,10,0
B.J,2,2,F,0,HK,2,182,1995,10,0
B.J,2,3,F,2,HK,0,157,1995,10,0
B.J,0,5,F,0,HK,0,1,1995,10,0
B.J,0,6,F,0,HK,0,1,1995,10,0
B.J,3,8,F,1,HK,2,153,1995,10,0
B.J,2,9,F,2,HK,0,164,1995,10,0
B.J,13,11,F,5,HK,4,61,1995,10,4
B.J,2,12,F,1,HK,1,41,1995,10,0
B.J,4,13,F,3,HK,0,160,1995,10,1
B.J,4,14,F,3,HK,1,60,1995,10,0
B.J,0,15,F,0,HK,0,123,1995,10,0
B.J,1,16,F,0,HK,1,8,1995,10,0
B.J,0,17,F,0,HK,0,5,1995,10,0
B.J,5,18,F,1,HK,0,33,1995,10,4
B.J,1,19,F,0,HK,0,2,1995,10,1
B.J,23,20,F,6,HK,3,66,1995,10,14
B.J,0,21,F,0,HK,0,4,1995,10,0
B.J,3,22,F,0,HK,1,21,1995,10,2
B.J,1,0,F,0,HK,1,7,1995,11,0
B.J,3,1,F,3,HK,0,113,1995,11,0
B.J,8,2,F,2,HK,6,182,1995,11,0
B.J,11,3,F,8,HK,3,157,1995,11,0
B.J,10,4,F,4,HK,6,165,1995,11,0
B.J,0,5,F,0,HK,0,1,1995,11,0
B.J,0,6,F,0,HK,0,1,1995,11,0
B.J,0,7,F,0,HK,0,21,1995,11,0
B.J,1,8,F,1,HK,0,153,1995,11,0
B.J,2,9,F,2,HK,0,164,1995,11,0
B.J,20,10,F,8,HK,7,150,1995,11,5
B.J,11,11,F,0,HK,1,61,1995,11,10
B.J,1,12,F,0,HK,1,41,1995,11,0
B.J,2,13,F,1,HK,0,160,1995,11,1
B.J,3,14,F,2,HK,1,60,1995,11,0
B.J,0,15,F,0,HK,0,123,1995,11,0
B.J,1,16,F,0,HK,1,8,1995,11,0
B.J,1,17,F,0,HK,0,5,1995,11,1
B.J,8,18,F,1,HK,1,33,1995,11,6
B.J,1,19,F,0,HK,0,2,1995,11,1
B.J,20,20,F,5,HK,5,66,1995,11,10
B.J,0,21,F,0,HK,0,4,1995,11,0
B.J,3,22,F,0,HK,1,21,1995,11,2
B.V,0,0,G.V,0,HK,0,7,1993,1,0
B.V,0,4,G.V,0,HK,0,165,1993,1,0
B.V,1,0,G.V,1,HK,0,7,1993,2,0
B.V,2,4,G.V,1,HK,1,165,1993,2,0
B.V,0,8,G.V,0,HK,0,153,1993,2,0
B.V,9,12,G.V,6,HK,3,41,1993,2,0
B.V,3,0,G.V,2,HK,0,7,1993,3,1
B.V,3,2,G.V,0,HK,3,182,1993,3,0
B.V,3,4,G.V,2,HK,1,165,1993,3,0
B.V,0,8,G.V,0,HK,0,153,1993,3,0
B.V,18,11,G.V,8,HK,8,61,1993,3,2
B.V,10,12,G.V,5,HK,4,41,1993,3,1
B.V,3,0,G.V,2,HK,0,7,1993,4,1
B.V,1,2,G.V,0,HK,1,182,1993,4,0
B.V,31,3,G.V,15,HK,14,157,1993,4,2
B.V,31,4,G.V,9,HK,17,165,1993,4,5
B.V,1,8,G.V,0,HK,1,153,1993,4,0
B.V,18,11,G.V,7,HK,8,61,1993,4,3
B.V,9,12,G.V,5,HK,4,41,1993,4,0
B.V,0,17,G.V,0,HK,0,5,1993,4,0
B.V,3,0,G.V,2,HK,0,7,1993,5,1
B.V,1,2,G.V,0,HK,1,182,1993,5,0
B.V,29,3,G.V,15,HK,12,157,1993,5,2
B.V,31,4,G.V,9,HK,18,165,1993,5,4
B.V,2,8,G.V,0,HK,2,153,1993,5,0
B.V,26,11,G.V,8,HK,9,61,1993,5,9
B.V,10,12,G.V,5,HK,3,41,1993,5,2
B.V,2,16,G.V,0,HK,1,8,1993,5,1
B.V,0,17,G.V,0,HK,0,5,1993,5,0
B.V,0,21,G.V,0,HK,0,4,1993,5,0
B.V,4,0,G.V,3,HK,0,7,1993,6,1
B.V,0,2,G.V,0,HK,0,182,1993,6,0
B.V,33,3,G.V,17,HK,15,157,1993,6,1
B.V,34,4,G.V,8,HK,24,165,1993,6,2
B.V,7,8,G.V,2,HK,4,153,1993,6,1
B.V,25,11,G.V,8,HK,9,61,1993,6,8
B.V,10,12,G.V,5,HK,3,41,1993,6,2
B.V,6,13,G.V,6,HK,0,160,1993,6,0
B.V,2,16,G.V,0,HK,1,8,1993,6,1
B.V,0,17,G.V,0,HK,0,5,1993,6,0
B.V,2,21,G.V,0,HK,1,4,1993,6,1
B.V,4,22,G.V,0,HK,3,21,1993,6,1
B.V,4,0,G.V,3,HK,0,7,1993,7,1
B.V,0,2,G.V,0,HK,0,182,1993,7,0
B.V,30,3,G.V,13,HK,16,157,1993,7,1
B.V,31,4,G.V,7,HK,22,165,1993,7,2
B.V,9,8,G.V,3,HK,6,153,1993,7,0
B.V,30,11,G.V,6,HK,13,61,1993,7,11
B.V,9,12,G.V,5,HK,3,41,1993,7,1
B.V,9,13,G.V,4,HK,4,160,1993,7,1
B.V,5,14,G.V,2,HK,2,60,1993,7,1
B.V,2,16,G.V,0,HK,1,8,1993,7,1
B.V,2,17,G.V,0,HK,2,5,1993,7,0
B.V,18,18,G.V,4,HK,10,33,1993,7,4
B.V,2,21,G.V,0,HK,2,4,1993,7,0
B.V,5,22,G.V,0,HK,4,21,1993,7,1
B.V,4,0,G.V,3,HK,0,7,1993,8,1
B.V,0,2,G.V,0,HK,0,182,1993,8,0
B.V,29,3,G.V,12,HK,15,157,1993,8,2
B.V,31,4,G.V,7,HK,23,165,1993,8,1
B.V,11,8,G.V,1,HK,7,153,1993,8,3
B.V,4,9,G.V,2,HK,2,164,1993,8,0
B.V,35,11,G.V,4,HK,18,61,1993,8,13
B.V,11,12,G.V,5,HK,4,41,1993,8,2
B.V,13,13,G.V,6,HK,6,160,1993,8,1
B.V,4,14,G.V,1,HK,3,60,1993,8,0
B.V,2,16,G.V,0,HK,1,8,1993,8,1
B.V,3,17,G.V,0,HK,3,5,1993,8,0
B.V,20,18,G.V,3,HK,8,33,1993,8,9
B.V,2,19,G.V,1,HK,1,2,1993,8,0
B.V,2,21,G.V,0,HK,0,4,1993,8,2
B.V,5,22,G.V,0,HK,3,21,1993,8,2
B.V,4,0,G.V,3,HK,0,7,1993,9,1
B.V,0,2,G.V,0,HK,0,182,1993,9,0
B.V,30,3,G.V,13,HK,15,157,1993,9,2
B.V,31,4,G.V,8,HK,21,165,1993,9,2
B.V,1,6,G.V,0,HK,0,1,1993,9,1
B.V,9,8,G.V,1,HK,5,153,1993,9,3
B.V,4,9,G.V,2,HK,2,164,1993,9,0
B.V,37,11,G.V,4,HK,19,61,1993,9,14
B.V,11,12,G.V,5,HK,3,41,1993,9,3
B.V,13,13,G.V,5,HK,7,160,1993,9,1
B.V,6,14,G.V,3,HK,3,60,1993,9,0
B.V,2,15,G.V,0,HK,2,123,1993,9,0
B.V,3,16,G.V,0,HK,2,8,1993,9,1
B.V,3,17,G.V,0,HK,2,5,1993,9,1
B.V,20,18,G.V,1,HK,6,33,1993,9,13
B.V,2,19,G.V,1,HK,1,2,1993,9,0
B.V,2,21,G.V,0,HK,0,4,1993,9,2
B.V,5,22,G.V,0,HK,3,21,1993,9,2
B.V,4,0,G.V,3,HK,0,7,1993,10,1
B.V,0,2,G.V,0,HK,0,182,1993,10,0
B.V,29,3,G.V,12,HK,15,157,1993,10,2
B.V,32,4,G.V,9,HK,22,165,1993,10,1
B.V,0,5,G.V,0,HK,0,1,1993,10,0
B.V,1,6,G.V,0,HK,0,1,1993,10,1
B.V,8,8,G.V,1,HK,4,153,1993,10,3
B.V,6,9,G.V,2,HK,4,164,1993,10,0
B.V,36,11,G.V,4,HK,18,61,1993,10,14
B.V,10,12,G.V,5,HK,3,41,1993,10,2
B.V,14,13,G.V,6,HK,7,160,1993,10,1
B.V,19,14,G.V,5,HK,12,60,1993,10,2
B.V,2,15,G.V,0,HK,2,123,1993,10,0
B.V,4,16,G.V,1,HK,2,8,1993,10,1
B.V,3,17,G.V,0,HK,2,5,1993,10,1
B.V,19,18,G.V,0,HK,5,33,1993,10,14
B.V,2,19,G.V,1,HK,0,2,1993,10,1
B.V,45,20,G.V,2,HK,4,66,1993,10,39
B.V,2,21,G.V,0,HK,0,4,1993,10,2
B.V,6,22,G.V,0,HK,3,21,1993,10,3
B.V,3,0,G.V,1,HK,0,7,1993,11,2
B.V,12,1,G.V,7,HK,4,113,1993,11,1
B.V,10,2,G.V,2,HK,8,182,1993,11,0
B.V,35,3,G.V,16,HK,16,157,1993,11,3
B.V,32,4,G.V,8,HK,22,165,1993,11,2
B.V,1,5,G.V,1,HK,0,1,1993,11,0
B.V,1,6,G.V,0,HK,0,1,1993,11,1
B.V,0,7,G.V,0,HK,0,21,1993,11,0
